idacidente;longitude;latitude;data;hora;log1;log2;predial1;regiao;tipo_acid;tipo_veic;dia_sem;periododia;sit_vitima;sexo;idade;fx_et;fatais
650659;-51,164178;-30,001633;09/08/2018;14:15:00;R DA VARZEA;;366;NORTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;34;26 A 35;0
646584;-51,218292;-30,04793;15/04/2018;05:00:00;AV IPIRANGA;AV ERICO VERISSIMO;0;CENTRO;ABALROAMENTO;AUTOMÓVEL;DOMINGO;MADRUGADA;OCUPANTE;MASCULINO;14;11 A 17;0
701912;-51,18277957;-30,06484881;22/10/2022;19:00:00;AV BENTO GONCALVES;;3291;LESTE;COLISÃO;MOTOCICLETA;SÁBADO;NOITE;CONDUTOR;MASCULINO;34;26 A 35;0
698576;-51,15449488;-30,01585357;15/07/2022;20:15:00;R DOM DIOGO DE SOUZA;R MARCO POLO;;NORTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;NOITE;OCUPANTE;FEMININO;;NI;0
692087;-51,17848981;-30,02401637;07/02/2022;12:40:00;R ANITA GARIBALDI;;1745;NORTE;QUEDA;MOTOCICLETA;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;37;36 A 45;0
730643;-51,14145364;-30,155385;23/05/2023;07:35:00;ESTR JOAO ANTONIO SILVEIRA;;1773;SUL;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;MANHÃ;OCUPANTE;FEMININO;;NI;0
733442;-51,11115198;-30,03892713;18/07/2023;17:20:00;AV PROTASIO ALVES;;10130;LESTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;FEMININO;26;26 A 35;0
686784;-51,19762871;-29,98213735;16/09/2021;15:00:00;R FREDERICO MENTZ;;239;NORTE;NAO CADASTRADO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;20;18 A 25;0
649324;-51,1172;-30,026011;01/07/2018;19:00:00;R IRMA TERESILDA STEFFEN;;265;LESTE;ABALROAMENTO;MOTOCICLETA;DOMINGO;NOITE;CONDUTOR;MASCULINO;38;36 A 45;0
677560;-51,13894678;-30,03043698;08/12/2020;;AV ALBERTO PASQUALINI;;800;NORTE;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;;CONDUTOR;MASCULINO;34;26 A 35;0
700894;-51,20353031;-30,02503853;28/09/2022;16:18:00;R PADRE CHAGAS;;220;LESTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;47;46 A 59;0
728744;-51,18637812;-30,04087413;10/04/2023;12:20:00;AV BAGE;;340;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;TARDE;OCUPANTE;MASCULINO;37;36 A 45;0
658412;-51,12856865;-30,01159403;19/03/2019;22:00:00;AV SERTORIO;AV BALTAZAR DE OLIVEIRA GARCIA;10000;NORTE;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;44;36 A 45;1
695287;-51,14861014;-30,06753983;09/05/2022;03:40:00;AV BENTO GONCALVES;;6779;LESTE;QUEDA;MOTOCICLETA;SEGUNDA-FEIRA;MADRUGADA;OCUPANTE;FEMININO;23;18 A 25;0
690223;-51,18119797;-30,07076055;11/12/2021;13:00:00;AV ROCIO;;900;LESTE;COLISÃO;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;MASCULINO;33;26 A 35;0
645166;-51,152124;-30,070135;20/02/2018;18:30:00;R GLORIOSA;;194;LESTE;ATROPELAMENTO;AUTOMÓVEL;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;42;36 A 45;0
695181;-51,19038452;-29,99794016;04/05/2022;16:30:00;AV CEARA;;239;NORTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;22;18 A 25;0
690268;-51,09998013;-30,02125962;12/12/2021;23:00:00;R POESIA;;191;NORTE;NAO CADASTRADO;MOTOCICLETA;DOMINGO;NOITE;CONDUTOR;MASCULINO;31;26 A 35;0
729791;-51,1574002;-30,16242929;04/05/2023;08:00:00;AV EDGAR PIRES DE CASTRO;;3661;SUL;ATROPELAMENTO;;QUINTA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;24;18 A 25;0
692714;-51,15848186;-30,05639873;26/02/2022;18:40:00;AV IPIRANGA;;7895;CENTRO;QUEDA;MOTOCICLETA;SÁBADO;NOITE;CONDUTOR;MASCULINO;35;26 A 35;0
653066;-51,211251;-30,021228;28/09/2018;12:43:00;AV FARRAPOS;;1043;NORTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;CONDUTOR;FEMININO;25;18 A 25;0
680122;-51,20121318;-29,9932549;16/03/2021;17:00:00;R DONA MARGARIDA;AV FARRAPOS;0;NORTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;43;36 A 45;0
648573;-51,154078;-30,039256;10/06/2018;08:30:00;AV SATURNINO DE BRITO;;220;LESTE;CHOQUE;AUTOMÓVEL;DOMINGO;MANHÃ;CONDUTOR;MASCULINO;30;26 A 35;0
677743;-51,21866239;-30,08968656;17/12/2020;20:30:00;AV NONOAI;;713;SUL;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;44;36 A 45;0
679432;-51,1852193;-30,02114933;13/02/2021;06:50:00;AV AUGUSTO MEYER;;145;LESTE;COLISÃO;MOTOCICLETA;SÁBADO;MANHÃ;CONDUTOR;MASCULINO;34;26 A 35;0
653125;-51,19466;-29,988484;07/10/2018;20:00:00;AV A J RENNER;;1108;NORTE;ATROPELAMENTO;;DOMINGO;NOITE;PEDESTRE;MASCULINO;30;26 A 35;0
702502;-51,21037924;-30,03773041;06/11/2022;22:40:00;AV VENANCIO AIRES;;1045;CENTRO;ABALROAMENTO;MOTOCICLETA;DOMINGO;NOITE;OCUPANTE;FEMININO;24;18 A 25;0
654085;-51,174814;-30,184671;15/11/2018;21:35:00;AV JUCA BATISTA;;8000;SUL;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;24;18 A 25;0
688104;-51,20234361;-30,03418677;26/04/2018;19:20:00;R CABRAL;;571;LESTE;ATROPELAMENTO;;QUINTA-FEIRA;NOITE;PEDESTRE;FEMININO;60;60 +;0
731616;-51,22058128;-30,12407425;15/06/2023;12:30:00;AV EDUARDO PRADO;R DEA COUFAL;520;SUL;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;TARDE;OCUPANTE;FEMININO;48;46 A 59;0
704647;-51,08988089;-30,18356781;25/12/2022;17:30:00;ESTR QUIRINAS;;4800;SUL;QUEDA;AUTOMÓVEL;DOMINGO;TARDE;OCUPANTE;FEMININO;;NI;0
704400;-51,12587862;-30,09971936;20/12/2022;22:40:00;ESTR JOAO DE OLIVEIRA REMIAO;;2948;LESTE;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;21;18 A 25;0
696579;-51,20408952;-30,04222994;11/06/2022;11:05:00;R SILVA SO;R FELIPE DE OLIVEIRA;222;LESTE;ABALROAMENTO;MOTOCICLETA;SÁBADO;MANHÃ;CONDUTOR;MASCULINO;;NI;0
696526;-51,15428326;-30,00923132;24/05/2022;10:35:00;R ALIANCA;;103;NORTE;EVENTUAL;AUTOMÓVEL;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;41;36 A 45;0
651354;-51,196325;-30,040209;29/08/2018;18:00:00;AV PROTASIO ALVES;;1180;LESTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;39;36 A 45;0
652924;-51,208763;-30,116438;21/09/2018;15:42:00;AV RODRIGUES DA FONSECA;;1794;SUL;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;23;18 A 25;0
678520;-51,16166367;-30,01336167;11/01/2021;15:30:00;R ANTONIO JOAQUIM MESQUITA;;274;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;55;46 A 59;0
688754;-51,16110787;-30,0651306;03/11/2021;18:00:00;R SAO GUILHERME;;267;LESTE;ABALROAMENTO;AUTOMÓVEL;QUARTA-FEIRA;NOITE;OCUPANTE;FEMININO;31;26 A 35;0
695217;-51,19085891;-30,00698182;06/05/2022;08:30:00;AV BENJAMIN CONSTANT;;531;NORTE;ATROPELAMENTO;;SEXTA-FEIRA;MANHÃ;PEDESTRE;FEMININO;58;46 A 59;0
646292;-51,135747;-30,042582;28/03/2018;16:15:00;AV PROTASIO ALVES;R TEN ARY TARRAGO;0;NORTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;34;26 A 35;0
680358;-51,19042271;-30,01759942;28/03/2021;18:00:00;AV CRISTOVAO COLOMBO;;3000;NORTE;ABALROAMENTO;MOTOCICLETA;DOMINGO;NOITE;CONDUTOR;MASCULINO;43;36 A 45;0
734481;-51,12729611;-30,14467549;20/08/2023;18:23:00;R PADRE PEDRO LEONARDI;R JOSE PORTELLA NUNES;127;SUL;ABALROAMENTO;AUTOMÓVEL;DOMINGO;NOITE;CONDUTOR;FEMININO;33;26 A 35;0
679475;-51,15183233;-30,03621405;03/02/2021;03:20:00;AV SATURNINO DE BRITO;;641;LESTE;QUEDA;MOTOCICLETA;QUARTA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;;NI;0
649353;-51,222945;-30,025009;03/07/2018;22:30:00;AV JULIO DE CASTILHOS;R CARLOS CHAGAS;0;CENTRO;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;NOITE;CONDUTOR;FEMININO;33;26 A 35;0
680918;-51,13202911;-30,08821662;17/04/2021;17:30:00;ESTR JOAO DE OLIVEIRA REMIAO;;1352;LESTE;ABALROAMENTO;AUTOMÓVEL;SÁBADO;TARDE;CONDUTOR;MASCULINO;59;46 A 59;0
645170;-51,224957;-30,124336;22/02/2018;08:15:00;R ADAO JUVENAL DE SOUZA;;100;SUL;CAPOTAGEM;AUTOMÓVEL;QUINTA-FEIRA;MANHÃ;OCUPANTE;MASCULINO;31;26 A 35;0
646387;-51,186734;-30,056327;01/04/2018;15:00:00;AV IPIRANGA;;5200;LESTE;ABALROAMENTO;BICICLETA;DOMINGO;TARDE;CONDUTOR;FEMININO;34;26 A 35;0
698563;-51,1197247;-30,01988283;15/07/2022;18:30:00;AV MANOEL ELIAS;;555;NORTE;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;FEMININO;;NI;0
702577;-51,15947623;-30,05616606;03/11/2022;00:20:00;AV IPIRANGA;;7815;LESTE;COLISÃO;MOTOCICLETA;QUINTA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;29;26 A 35;0
678812;-51,15086854;-30,0342158;11/01/2021;20:10:00;AV SATURNINO DE BRITO;;965;LESTE;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;CONDUTOR;FEMININO;;NI;0
679754;-51,15519477;-30,16580918;17/01/2021;16:45:00;ESTR JOAO ANTONIO SILVEIRA;;0;SUL;ABALROAMENTO;AUTOMÓVEL;DOMINGO;TARDE;OCUPANTE;FEMININO;;NI;0
649646;-51,232251;-30,083709;11/07/2018;12:10:00;AV DIVISA;;1270;SUL;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;42;36 A 45;0
732840;-51,23165936;-30,04290366;15/07/2023;15:05:00;AV AURELIANO DE FIGUEIREDO PINTO;;101;CENTRO;COLISÃO;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;MASCULINO;26;26 A 35;0
729965;-51,19173182;-30,00527353;11/05/2023;18:24:00;R FELICISSIMO DE AZEVEDO;R BARAO DO COTEGIPE;;NORTE;COLISÃO;MOTOCICLETA;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;;NI;0
684426;-51,20238594;-30,04305395;12/07/2021;00:40:00;AV IPIRANGA;;2500;LESTE;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;MADRUGADA;OCUPANTE;FEMININO;24;18 A 25;0
700480;-51,18167095;-30,01921892;16/09/2022;18:15:00;R CEL FEIJO;;1159;NORTE;NAO CADASTRADO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;55;46 A 59;0
687821;-51,17611538;-30,19324779;20/02/2019;21:00:00;AV JUCA BATISTA;;9000;SUL;CHOQUE;AUTOMÓVEL;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;47;46 A 59;0
693027;-51,20788674;-30,08496341;14/02/2022;18:45:00;AV CLEMENCIANO BARNASQUE;;532;SUL;COLISÃO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;43;36 A 45;0
702624;-51,1314863;-30,07637775;02/11/2022;04:00:00;ESTR JOAO DE OLIVEIRA REMIAO;;;LESTE;NAO CADASTRADO;MOTOCICLETA;QUARTA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;28;26 A 35;0
698187;-51,21153994;-30,0371188;21/07/2022;14:30:00;AV JOSE BONIFACIO;R SANTA TEREZINHA;605;CENTRO;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;20;18 A 25;0
693445;-51,19825999;-30,04538673;19/03/2022;14:40:00;AV IPIRANGA;;3060;LESTE;ATROPELAMENTO;;SÁBADO;TARDE;PEDESTRE;MASCULINO;65;60 +;0
680223;-51,11705083;-30,01541871;22/03/2021;19:25:00;AV BALTAZAR DE OLIVEIRA GARCIA;;2823;NORTE;COLISÃO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;36;36 A 45;0
680375;-51,21368968;-30,06799918;29/03/2021;01:00:00;R MARIANO DE MATOS;;948;SUL;ATROPELAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;25;18 A 25;0
691851;-51,12798251;-30,015217;31/01/2022;15:00:00;TRAV HILDEBRANDO;;132;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;28;26 A 35;0
648929;-51,165505;-30,058906;09/06/2018;09:35:00;AV DOS CUBANOS;R ALBION;0;LESTE;ATROPELAMENTO;;SÁBADO;MANHÃ;PEDESTRE;MASCULINO;55;46 A 59;0
716343;-51,15728041;-30,02937167;07/02/2023;12:10:00;AV DR NILO PECANHA;;3275;LESTE;NAO CADASTRADO;MOTOCICLETA;TERÇA-FEIRA;TARDE;OCUPANTE;FEMININO;18;18 A 25;0
653120;-51,161222;-30,152227;06/10/2018;13:30:00;ESTR COSTA GAMA;;5125;SUL;ABALROAMENTO;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;FEMININO;28;26 A 35;0
701362;-51,19219062;-30,00326303;09/10/2022;19:00:00;AV CEARA;;858;NORTE;COLISÃO;AUTOMÓVEL;DOMINGO;NOITE;OCUPANTE;MASCULINO;;NI;0
703750;-51,1845894;-30,02202604;01/12/2022;08:50:00;AV CARLOS GOMES;;;LESTE;CHOQUE;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;27;26 A 35;0
729544;-51,11497005;-30,01987601;28/04/2023;19:15:00;AV JUSCELINO KUBITSCHEK DE OLIVEIRA;;440;NORTE;ATROPELAMENTO;;SEXTA-FEIRA;NOITE;PEDESTRE;MASCULINO;64;60 +;0
728795;-51,19318576;-29,9838117;11/04/2023;13:00:00;AV A J RENNER;R DR PAULO HECKER;1580;NORTE;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;18;18 A 25;0
684537;-51,1674225;-30,06323932;15/07/2021;19:30:00;R SANTA MARIA;;136;LESTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;29;26 A 35;0
657604;-51,11425811;-30,03830536;01/03/2019;13:00:00;AV PROTASIO ALVES;;9611;LESTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;29;26 A 35;0
693350;-51,21219329;-30,08185573;12/03/2022;12:40:00;AV TERESOPOLIS;;3368;SUL;QUEDA;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;MASCULINO;40;36 A 45;0
729455;-51,24025593;-30,03544926;24/04/2023;16:40:00;R WASHINGTON LUIZ;R GEN AUTO;;CENTRO;ATROPELAMENTO;;SEGUNDA-FEIRA;TARDE;PEDESTRE;MASCULINO;35;26 A 35;0
681794;-51,17761724;-30,00860696;03/05/2021;09:06:00;AV ASSIS BRASIL;R SANTIAGO;811;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;26;26 A 35;0
688969;-51,10881484;-30,0309694;19/10/2021;11:00:00;AV MARTIM FELIX BERTA;;2090;LESTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;47;46 A 59;0
650975;-51,219258;-30,13587;21/08/2018;19:00:00;AV EDUARDO PRADO;;1945;SUL;COLISÃO;AUTOMÓVEL;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;19;18 A 25;0
694769;-51,11114808;-29,99183005;25/04/2022;21:15:00;AV FRANCISCO SILVEIRA BITENCOURT;;1785;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;FEMININO;31;26 A 35;0
704080;-51,1838443;-30,06424849;12/12/2022;10:30:00;AV BENTO GONCALVES;;3156;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;21;18 A 25;0
736751;-51,16406295;-30,0020463;18/10/2023;13:15:00;AV SERTORIO;R VARZEA;4000;NORTE;ABALROAMENTO;AUTOMÓVEL;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;84;60 +;1
716640;-51,15235532;-30,0713745;21/02/2023;21:30:00;R ENCANTADORA;;388;LESTE;ATROPELAMENTO;;TERÇA-FEIRA;NOITE;PEDESTRE;MASCULINO;28;26 A 35;0
732188;-51,18994653;-30,00829908;29/06/2023;19:00:00;R DOM PEDRO II;;108;NORTE;ATROPELAMENTO;MOTOCICLETA;QUINTA-FEIRA;NOITE;PEDESTRE;FEMININO;78;60 +;0
705115;-51,17938319;-30,05922708;06/01/2023;08:50:00;AV IPIRANGA;;6113;LESTE;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;26;26 A 35;0
691634;-51,17898197;-30,00860272;21/01/2022;08:21:00;AV ASSIS BRASIL;;686;NORTE;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;28;26 A 35;0
683483;-51,20830804;-30,01649226;16/06/2021;09:45:00;R SANTOS DUMONT;R ALMIRANTE BARROSO;577;NORTE;ATROPELAMENTO;AUTOMÓVEL;QUARTA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;60;60 +;0
705306;-51,15180583;-30,0414968;12/01/2023;00:05:00;AV PROTASIO ALVES;;5980;LESTE;ATROPELAMENTO;;QUINTA-FEIRA;MADRUGADA;PEDESTRE;FEMININO;30;26 A 35;0
730084;-51,16771664;-30,0027274;12/05/2023;18:30:00;AV SERTORIO;;3749;NORTE;COLISÃO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;55;46 A 59;0
651523;-51,144789;-30,146279;01/09/2018;17:00:00;AV IGNES E FAGUNDES;;1205;SUL;ABALROAMENTO;AUTOMÓVEL;SÁBADO;TARDE;CONDUTOR;MASCULINO;51;46 A 59;0
737179;-51,19446643;-30,08425954;21/10/2023;11:45:00;AV PROF OSCAR PEREIRA;;4099;SUL;CHOQUE;MOTOCICLETA;SÁBADO;MANHÃ;CONDUTOR;MASCULINO;;NI;0
687416;-51,20459275;-30,02021258;04/10/2021;19:15:00;R MARQUES DO POMBAL;R CARLOS VON KOSERITZ;0;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;24;18 A 25;0
691200;-51,13623339;-30,10515987;10/01/2022;20:10:00;ESTR AFONSO LOURENCO MARIANTE;;5355;LESTE;ATROPELAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;NOITE;PEDESTRE;MASCULINO;20;18 A 25;0
688758;-51,15323342;-30,0415719;03/11/2021;18:00:00;AV PROTASIO ALVES;;5808;LESTE;ATROPELAMENTO;BICICLETA;QUARTA-FEIRA;NOITE;PEDESTRE;MASCULINO;66;60 +;0
665190;-51,13554507;-30,01003266;25/09/2019;00:20:00;AV BALTAZAR DE OLIVEIRA GARCIA;R DONA ADDA MASCARENHAS DE MORAES;845;NORTE;ABALROAMENTO;AUTOMÓVEL;QUARTA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;39;36 A 45;0
657639;-51,14564723;-30,17574552;05/03/2019;16:50:00;AV EDGAR PIRES DE CASTRO;;5580;SUL;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;TARDE;CONDUTOR;FEMININO;30;26 A 35;0
686552;-51,19717909;-30,00633533;11/09/2021;07:27:00;AV BRASIL;AV PARA;1034;NORTE;ABALROAMENTO;MOTOCICLETA;SÁBADO;MANHÃ;CONDUTOR;MASCULINO;22;18 A 25;0
704193;-51,18724989;-30,15691492;16/12/2022;17:30:00;AV EDGAR PIRES DE CASTRO;;343;SUL;ATROPELAMENTO;;SEXTA-FEIRA;TARDE;PEDESTRE;MASCULINO;17;11 A 17;0
695781;-51,16336511;-30,01116143;20/05/2022;18:15:00;AV ASSIS BRASIL;;2418;NORTE;ATROPELAMENTO;;SEXTA-FEIRA;NOITE;PEDESTRE;MASCULINO;44;36 A 45;0
687738;-51,19968474;-30,07344388;10/10/2021;21:30:00;AV CEL APARICIO BORGES;R PEDRO BOTICARIO;0;SUL;ABALROAMENTO;;DOMINGO;NOITE;OCUPANTE;FEMININO;79;60 +;0
702725;-51,18820188;-30,03388726;03/11/2022;12:50:00;R DES MORENO LOUREIRO LIMA;R PROF JOSE SALGADO MARTINS;225;LESTE;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;64;60 +;0
653030;-51,212352;-30,029396;27/09/2018;11:30:00;AV INDEPENDENCIA;;876;CENTRO;COLISÃO;ÔNIBUS URBANO;QUINTA-FEIRA;MANHÃ;OCUPANTE;FEMININO;56;46 A 59;0
700689;-51,17871978;-30,04096239;24/09/2022;21:40:00;AV IGUASSU;;150;LESTE;ABALROAMENTO;;SÁBADO;NOITE;NAOINFORMADO;FEMININO;21;18 A 25;0
690957;-51,20036513;-30,03260884;02/01/2022;13:33:00;R CASEMIRO DE ABREU;;798;LESTE;ABALROAMENTO;MOTOCICLETA;DOMINGO;TARDE;CONDUTOR;MASCULINO;23;18 A 25;0
688173;-51,14505493;-30,04301411;21/10/2021;07:50:00;AV PROTASIO ALVES;;6639;LESTE;COLISÃO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;24;18 A 25;0
644615;-51,175327;-30,209746;04/01/2018;00:30:00;R JOAO VIEIRA DE AGUIAR SOBRINHO;;527;SUL;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;22;18 A 25;0
652726;-51,222904;-30,032831;12/09/2018;14:00:00;AV JOAO PESSOA;;41;CENTRO;ATROPELAMENTO;;QUARTA-FEIRA;TARDE;PEDESTRE;MASCULINO;34;26 A 35;0
652725;-51,19815;-29,998737;12/09/2018;12:00:00;AV FARRAPOS;;3946;NORTE;ATROPELAMENTO;;QUARTA-FEIRA;TARDE;PEDESTRE;FEMININO;;NI;0
680254;-51,13496912;-29,99365028;17/02/2021;12:30:00;R MOREIRA DA SILVA;;106;NORTE;QUEDA;MOTOCICLETA;QUARTA-FEIRA;TARDE;OCUPANTE;MASCULINO;;NI;0
717169;-51,1985026;-30,01285621;06/03/2023;13:01:00;R BUARQUE DE MACEDO;AV AMAZONAS;439;NORTE;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;OCUPANTE;FEMININO;;NI;0
690792;-51,16297996;-30,06296569;27/12/2021;14:00:00;R SALDANHA DA GAMA;R NOVE DE JUNHO;751;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;21;18 A 25;0
727875;-51,13158574;-30,00685436;21/03/2023;10:00:00;AV ENG FRANCISCO RODOLFO SIMCH;;424;NORTE;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;MANHÃ;CONDUTOR;FEMININO;47;46 A 59;0
652971;-51,167457;-30,058735;25/09/2018;18:00:00;AV DOS CUBANOS;;176;LESTE;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;NOITE;OCUPANTE;MASCULINO;;NI;0
690908;-51,1974683;-30,04011297;30/12/2021;08:30:00;AV PROTASIO ALVES;;1079;LESTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;OCUPANTE;FEMININO;29;26 A 35;0
684607;-51,09624214;-30,01186266;16/07/2021;18:40:00;AV BALTAZAR DE OLIVEIRA GARCIA;;5017;NORTE;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;38;36 A 45;0
694523;-51,21558652;-30,04233134;14/04/2022;16:30:00;AV JOAO PESSOA;;1281;CENTRO;ATROPELAMENTO;ÔNIBUS URBANO;QUINTA-FEIRA;TARDE;PEDESTRE;MASCULINO;28;26 A 35;0
682721;-51,11890188;-30,01508646;01/06/2021;18:25:00;AV BALTAZAR DE OLIVEIRA GARCIA;;2661;NORTE;ATROPELAMENTO;;TERÇA-FEIRA;NOITE;PEDESTRE;MASCULINO;52;46 A 59;0
734900;-51,18408738;-30,01394788;30/08/2023;18:10:00;R LUZITANA;;636;LESTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;;NI;0
689699;-51,21131324;-30,02134564;26/11/2021;02:50:00;AV FARRAPOS;;1029;NORTE;ATROPELAMENTO;AUTOMÓVEL;SEXTA-FEIRA;MADRUGADA;PEDESTRE;MASCULINO;39;36 A 45;0
696875;-51,20822799;-30,03690983;18/06/2022;04:40:00;AV PROTASIO ALVES;;6;LESTE;COLISÃO;;SÁBADO;MADRUGADA;NAOINFORMADO;MASCULINO;28;26 A 35;0
732999;-51,16667789;-30,03269147;19/07/2023;10:30:00;R GUSTAVO SCHMIDT;;580;LESTE;CHOQUE;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;33;26 A 35;0
677728;-51,1539638;-30,16796655;15/12/2020;14:50:00;AV EDGAR PIRES DE CASTRO;R DARCY PEREIRA POZZI;0;SUL;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;TARDE;CONDUTOR;FEMININO;29;26 A 35;0
668741;-51,13561749;-30,04262827;20/12/2019;09:45:00;AV PROTASIO ALVES;;7500;NORTE;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;32;26 A 35;0
